Customer_number,age,job,marital,education,Annual Income,Gender
1662,45,services,married,secondary,2868405,M
1663,33,admin.,single,secondary,578632,M
1664,34,blue-collar,married,secondary,225370,F
1665,41,entrepreneur,married,unknown,2524837,F
1666,41,blue-collar,married,secondary,2588245,M
1667,35,admin.,single,secondary,861727,F
1668,40,technician,single,secondary,3804038,M
1669,60,self-employed,married,primary,2252636,F
1670,47,services,divorced,secondary,3327786,F
1671,46,blue-collar,married,primary,3088884,M
1672,31,blue-collar,single,secondary,1831874,M
1673,49,self-employed,married,secondary,4636228,M
1674,29,blue-collar,married,secondary,1053518,F
1675,31,management,single,tertiary,4960109,M
1676,38,management,married,tertiary,3779568,M
1677,37,blue-collar,married,primary,4165362,M
1678,35,technician,married,secondary,4959666,M
1679,31,management,single,secondary,3770016,M
1680,41,admin.,married,secondary,2685314,M
1681,46,services,married,unknown,3179440,M
1682,40,services,divorced,secondary,2300071,M
1683,29,admin.,married,secondary,1298850,M
1684,49,admin.,married,secondary,1503350,M
1685,42,management,married,tertiary,4346397,F
1686,54,services,married,secondary,600556,F
1687,40,management,single,tertiary,2208877,F
1688,53,admin.,married,secondary,3719572,M
1689,49,management,married,tertiary,4343007,F
1690,40,blue-collar,married,primary,593082,M
1691,29,student,single,secondary,2841639,F
1692,36,blue-collar,married,primary,257372,M
1693,37,technician,married,secondary,985402,F
1694,39,services,married,secondary,4616278,M
1695,36,technician,married,secondary,317284,M
1696,44,entrepreneur,married,tertiary,1739947,M
1697,40,admin.,married,secondary,4360328,M
1698,49,blue-collar,married,secondary,315530,M
1699,30,technician,single,unknown,4958607,F
1700,57,management,married,tertiary,4465362,M
1701,24,services,single,secondary,1728295,M
1702,46,blue-collar,married,unknown,3958502,F
1703,33,admin.,married,secondary,1877479,M
1704,43,services,divorced,secondary,3359938,M
1705,43,admin.,single,secondary,4956569,F
1706,40,blue-collar,divorced,primary,2208628,M
1707,44,technician,single,unknown,3893521,M
1708,35,technician,single,tertiary,1278839,M
1709,47,technician,married,secondary,791711,F
1710,33,blue-collar,married,secondary,2415842,M
1711,31,admin.,married,secondary,3211307,F
1712,40,blue-collar,divorced,secondary,3747879,F
1713,36,entrepreneur,married,tertiary,2135757,M
1714,56,retired,divorced,primary,4112248,M
1715,40,admin.,single,unknown,3297761,F
1716,41,admin.,,secondary,3128741,F
1717,53,retired,,secondary,4736707,F
1718,39,blue-collar,married,secondary,4687518,M
1719,44,blue-collar,divorced,secondary,4977011,M
1720,38,admin.,married,secondary,2894523,M
1721,54,technician,divorced,secondary,2859250,M
1722,58,management,married,tertiary,542307,F
1723,52,blue-collar,married,primary,2127430,M
1724,28,admin.,single,secondary,4241073,F
1725,36,blue-collar,married,secondary,510408,M
1726,60,retired,married,primary,4257576,M
1727,42,services,divorced,secondary,2077963,M
1728,42,admin.,married,secondary,1471827,M
1729,44,management,married,tertiary,2981746,F
1730,51,blue-collar,divorced,primary,938708,F
1731,49,blue-collar,married,primary,2846151,F
1732,47,entrepreneur,married,unknown,1058529,M
1733,37,blue-collar,married,secondary,337430,M
1734,34,management,married,tertiary,3966023,M
1735,35,services,married,secondary,760446,M
1736,35,blue-collar,single,secondary,4778820,M
1737,40,blue-collar,married,primary,4955397,F
1738,55,technician,married,secondary,2360934,M
1739,55,retired,married,secondary,1305786,M
1740,35,management,single,tertiary,2405938,F
1741,57,blue-collar,married,primary,3031180,F
1742,53,management,married,tertiary,4909441,F
1743,41,blue-collar,married,primary,3948219,F
1744,57,blue-collar,married,unknown,3559394,M
1745,45,blue-collar,married,unknown,2778186,M
1746,43,blue-collar,married,primary,2961728,M
1747,56,self-employed,married,unknown,2585583,M
1748,31,entrepreneur,married,tertiary,2697602,M
1749,37,blue-collar,single,secondary,2525229,M
1750,30,management,married,tertiary,2940715,M
1751,30,admin.,single,secondary,610556,M
1752,54,blue collar,married,secondary,2573045,M
1753,36,management,married,tertiary,1330803,F
1754,55,unemployed,married,tertiary,4389896,M
1755,37,admin.,single,secondary,1024997,M
1756,38,housemaid,married,secondary,965461,M
1757,48,admin.,married,secondary,1849506,M
1758,55,housemaid,divorced,tertiary,4396507,M
1759,59,services,married,secondary,1892301,M
1760,37,technician,married,secondary,4955170,F
1761,33,blue collar,divorced,secondary,3017871,M
1762,44,blue-collar,married,primary,2553056,F
1763,57,technician,married,secondary,3999484,M
1764,30,self-employed,single,tertiary,2225423,F
1765,42,technician,married,tertiary,3889786,M
1766,51,blue-collar,divorced,secondary,3702247,F
1767,44,admin.,divorced,secondary,4511313,F
1768,46,technician,married,secondary,353375,M
1769,29,student,single,secondary,2392578,M
1770,39,blue-collar,married,primary,2542813,M
1771,42,services,married,secondary,1748903,M
1772,50,blue-collar,married,primary,679211,M
1773,42,technician,single,secondary,3082450,F
1774,39,admin.,married,secondary,1560918,M
1775,55,technician,single,tertiary,4331519,M
1776,46,services,married,secondary,2472863,M
1777,42,blue-collar,married,secondary,1375394,M
1778,45,management,married,tertiary,891106,M
1779,43,blue-collar,married,primary,4953375,M
1780,42,admin.,married,secondary,1901164,M
1781,30,admin.,married,secondary,2129863,M
1782,47,blue-collar,married,secondary,4095568,M
1783,51,services,divorced,secondary,4952747,M
1784,38,technician,single,secondary,3807386,F
1785,57,technician,married,unknown,688492,M
1786,42,management,divorced,tertiary,3585247,M
1787,32,technician,divorced,secondary,3188196,F
1788,46,management,married,tertiary,4587595,F
1789,29,student,single,tertiary,3962091,M
1790,59,retired,married,secondary,3364136,M
1791,32,blue-collar,single,secondary,2460615,M
1792,44,blue-collar,married,primary,3351586,M
1793,40,retired,married,primary,3565184,M
1794,31,blue-collar,single,secondary,3761661,M
1795,46,self-employed,married,tertiary,1678300,M
1796,43,management,married,tertiary,3064265,M
1797,34,services,married,secondary,4088403,M
1798,39,management,married,tertiary,2011228,M
1799,30,blue-collar,divorced,secondary,1271114,F
1800,56,retired,married,secondary,4507324,F
1801,29,technician,married,secondary,2069425,M
1802,40,blue-collar,divorced,secondary,1530345,F
1803,36,services,married,secondary,1942182,F
1804,37,blue-collar,single,secondary,2500654,F
1805,35,admin.,married,secondary,945211,M
1806,35,blue-collar,married,primary,3407093,F
1807,47,services,married,primary,3714341,F
1808,31,services,married,secondary,2170481,F
1809,56,retired,single,primary,3200048,M
1810,57,technician,married,secondary,3997449,M
1811,36,blue-collar,married,secondary,4952587,M
1812,45,self-employed,divorced,secondary,4952092,M
1813,47,blue-collar,married,unknown,1319815,F
1814,29,technician,single,tertiary,895389,M
1815,57,services,married,secondary,4480071,M
1816,45,blue-collar,married,primary,2143526,M
1817,31,blue-collar,single,primary,4565067,M
1818,31,management,divorced,tertiary,3004757,M
1819,37,technician,single,tertiary,2769763,M
1820,30,technician,single,tertiary,2713512,M
1821,58,services,divorced,secondary,404443,F
1822,33,services,married,secondary,1422003,F
1823,39,blue-collar,married,primary,3322411,F
1824,33,blue-collar,single,primary,545165,F
1825,34,services,married,secondary,4800774,F
1826,36,services,divorced,secondary,4951743,F
1827,37,services,single,secondary,2382501,M
1828,35,blue-collar,married,secondary,4468809,F
1829,55,retired,married,secondary,3599286,M
1830,34,management,single,tertiary,3931449,M
1831,40,management,divorced,tertiary,1145533,F
1832,42,blue-collar,single,primary,3397614,F
1833,37,blue-collar,married,secondary,490893,M
1834,42,management,married,tertiary,986878,F
1835,35,technician,single,secondary,2399440,M
1836,44,technician,divorced,secondary,4951100,F
1837,30,services,single,secondary,4951073,F
1838,45,entrepreneur,married,secondary,1519734,F
1839,35,blue-collar,single,unknown,4949437,M
1840,36,admin.,divorced,secondary,3995543,F
1841,49,blue-collar,married,secondary,4992251,M
1842,31,blue-collar,single,secondary,4205613,F
1843,31,technician,single,secondary,4300351,M
1844,39,blue-collar,married,secondary,1924037,M
1845,37,services,single,secondary,4949294,M
1846,33,blue-collar,married,primary,842238,M
1847,37,management,married,tertiary,871786,M
1848,42,services,married,secondary,4949037,M
1849,56,blue-collar,married,secondary,4948900,M
1850,37,admin.,single,secondary,2636967,F
1851,36,services,single,secondary,2804955,M
1852,29,technician,single,tertiary,3799483,M
1853,54,management,married,tertiary,4948643,F
1854,38,blue-collar,married,secondary,3995080,F
1855,43,blue-collar,divorced,secondary,4130428,F
1856,47,admin.,single,secondary,4597596,F
1857,47,blue-collar,married,secondary,502341,F
1858,38,services,married,secondary,4391031,M
1859,40,blue-collar,married,secondary,2182681,M
1860,33,services,divorced,secondary,671782,M
1861,33,retired,married,secondary,1880190,F
1862,53,admin.,divorced,unknown,4767001,M
1863,37,services,married,primary,2470260,F
1864,40,management,single,tertiary,3774287,M
1865,37,blue-collar,married,primary,1972221,M
1866,35,technician,married,secondary,4158720,M
1867,49,blue-collar,married,primary,4386095,M
1868,26,blue-collar,single,secondary,524628,M
1869,38,management,single,tertiary,891615,F
1870,52,self-employed,married,secondary,2165837,M
1871,33,services,divorced,secondary,751191,M
1872,31,admin.,single,secondary,637478,F
1873,32,blue-collar,married,secondary,2115710,M
1874,35,blue-collar,single,primary,1077708,M
1875,55,management,divorced,tertiary,898038,F
1876,32,blue-collar,divorced,primary,1303396,M
1877,37,unknown,single,unknown,4140772,F
1878,45,blue-collar,married,secondary,1380371,M
1879,31,technician,married,secondary,2413513,M
1880,38,admin.,married,secondary,4172230,F
1881,37,services,married,secondary,4791263,M
1882,38,blue-collar,married,secondary,3143548,F
1883,33,housemaid,married,tertiary,3938453,M
1884,38,blue-collar,married,primary,3872962,M
1885,37,management,single,tertiary,3629354,M
1886,29,unemployed,married,tertiary,385592,F
1887,42,management,married,tertiary,3247725,F
1888,40,blue-collar,married,secondary,4100853,M
1889,32,management,married,tertiary,1526636,M
1890,47,management,divorced,tertiary,1607729,M
1891,29,student,single,secondary,4466032,F
1892,53,services,divorced,primary,4948446,F
1893,31,services,married,tertiary,3417345,M
1894,59,blue-collar,married,secondary,2241821,M
1895,29,entrepreneur,married,primary,1908996,F
1896,59,blue-collar,married,primary,1622970,F
1897,44,blue-collar,married,primary,2377387,F
1898,38,admin.,single,secondary,495680,M
1899,49,admin.,married,secondary,3054966,F
1900,43,blue-collar,married,secondary,1996833,F
1901,52,admin.,single,secondary,300364,M
1902,40,admin.,married,secondary,2280981,M
1903,32,services,married,secondary,4177859,F
1904,47,admin.,married,primary,3393851,F
1905,33,management,married,tertiary,2278680,M
1906,35,management,married,tertiary,1234080,M
1907,27,services,single,secondary,1599831,F
1908,50,blue-collar,married,primary,2061914,M
1909,44,retired,married,secondary,1434731,M
1910,43,self-employed,married,primary,2044054,M
1911,51,blue-collar,married,unknown,2932319,M
1912,32,admin.,single,secondary,2747512,F
1913,47,management,divorced,tertiary,4834988,M
1914,34,admin.,divorced,secondary,1274171,M
1915,57,self-employed,married,primary,4585748,M
1916,43,admin.,single,secondary,3213302,F
1917,40,services,single,tertiary,3574856,M
1918,28,blue-collar,single,secondary,2802429,M
1919,38,blue-collar,married,unknown,3582101,F
1920,37,unemployed,divorced,secondary,2083429,F
1921,44,admin.,married,secondary,4393373,F
1922,41,technician,married,secondary,746624,M
1923,37,self-employed,married,tertiary,1555847,M
1924,30,services,single,tertiary,2532854,F
1925,32,blue-collar,married,secondary,4948315,M
1926,30,management,single,tertiary,4200245,M
1927,35,services,married,secondary,4022252,M
1928,55,blue-collar,married,secondary,4242779,M
1929,52,blue-collar,married,secondary,4946304,M
1930,33,admin.,married,secondary,419548,F
1931,55,retired,married,primary,4944500,M
1932,33,blue-collar,married,secondary,4286063,F
1933,40,blue-collar,married,secondary,4943134,F
1934,39,blue-collar,married,secondary,4942812,F
1935,54,blue-collar,married,secondary,4942774,F
1936,39,blue-collar,married,primary,2072650,F
1937,49,blue collar,married,secondary,1067518,M
1938,52,admin.,married,secondary,4925186,F
1939,27,management,single,tertiary,3855469,F
1940,26,services,married,secondary,2150169,M
1941,40,blue-collar,married,secondary,4013583,M
1942,47,blue-collar,married,secondary,4941259,M
1943,31,services,single,secondary,4938786,M
1944,53,blue-collar,single,secondary,2851526,M
1945,31,services,married,secondary,4975647,M
1946,33,admin.,married,secondary,4936045,F
1947,35,services,married,secondary,2242798,M
1948,46,entrepreneur,married,unknown,3221442,F
1949,31,management,married,secondary,3758009,M
1950,35,technician,single,secondary,4582606,M
1951,29,management,married,secondary,2929653,M
1952,51,technician,married,secondary,1628460,F
1953,33,blue-collar,married,primary,2108631,M
1954,37,management,married,tertiary,4224740,M
1955,43,admin.,single,unknown,960589,M
1956,42,technician,married,tertiary,765308,M
1957,28,blue-collar,married,secondary,2762838,F
1958,57,retired,married,secondary,3747582,F
1959,38,services,married,secondary,4932400,F
1960,39,blue-collar,married,primary,3334103,M
1961,36,technician,married,tertiary,2892690,M
1962,57,retired,married,tertiary,1275114,M
1963,44,management,married,unknown,2431207,F
1964,48,services,divorced,secondary,3753977,M
1965,46,blue-collar,married,primary,2125565,M
1966,43,admin.,married,secondary,982736,M
1967,49,services,married,secondary,394006,F
1968,29,services,single,secondary,1194130,F
1969,53,blue-collar,married,secondary,1661099,F
